,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
3080,Cameron-Lost Primitive,Olympic Peninsula,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/cameron-lost-primitive
3081,Bone Lake,South Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/bone-lake
3082,Bottle Spring,Eastern Washington,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/bottle-spring
3083,Boulder Creek,Central Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,48.0012,-120.9634,5,http://www.wta.org/go-hiking/hikes/boulder-creek
3084,Bryant Peak,Snoqualmie Region,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.4171,-121.4406,17,http://www.wta.org/go-hiking/hikes/bryant-peak
3085,Breeden Road - Wall Lake,Eastern Washington,NR,NR,4.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/breeden-road-wall-lake
3086,Busywild Overlook Snowshoe,Mount Rainier Area,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,46.7735,-121.9474,1,http://www.wta.org/go-hiking/hikes/busywild-overlook-snowshoe
3087,Cady Point,Central Cascades,NR,NR,4.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/cady-point
3088,Boyer Park Bluffs,Eastern Washington,NR,NR,4.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/boyer-park-bluffs
3089,Bryan Butte,North Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/bryan-butte
3090,Boiling Lake,North Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,9,http://www.wta.org/go-hiking/hikes/boiling-lake
3091,Calispell Ridge,Eastern Washington,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/calispell-ridge
3092,Brown Creek,Olympic Peninsula,NR,NR,3.20 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/brown-creek
3093,Cameron Pass,Olympic Peninsula,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/cameron-pass
3094,Boulder Butte,North Cascades,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,48.3130,-120.6541,3,http://www.wta.org/go-hiking/hikes/boulder-butte
3095,Buffalo Pass,North Cascades,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/buffalo-pass
3096,Boulder Creek,North Cascades,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/boulder-creek-2
3097,Border Trail,North Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/border-trail
3098,Bullion Basin,Mount Rainier Area,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,46.9378,-121.4746,37,http://www.wta.org/go-hiking/hikes/bullion-basin
3099,Big Twin,South Cascades,NR,NR,4.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/big-twin
3100,Blazed Ridge,Snoqualmie Region,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/blazed-ridge
3101,Blue Lake via Cultus Creek,South Cascades,NR,NR,2.17 out of 5,(6 votes) Log in to rate,[],NR,46.0471,-121.7561,5,http://www.wta.org/go-hiking/hikes/blue-lake-2
3102,Boardman Camp,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/boardman-camp
3103,Bishop Ridge,South Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,46.4323,-121.7626,1,http://www.wta.org/go-hiking/hikes/bishop-ridge
3104,Blue Mountain - Deer Park Snowshoe,Olympic Peninsula,NR,NR,3.50 out of 5,(2 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/blue-mountain-deer-park-snowshoe
3105,Blue Hole,South Cascades,NR,NR,3.83 out of 5,(6 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/blue-hole
3106,Boardman Lake Snowshoe,North Cascades,NR,NR,1.50 out of 5,(2 votes) Log in to rate,[],NR,48.0336,-121.6851,7,http://www.wta.org/go-hiking/hikes/boardman-lake-snowshoe
3107,Big Creek,South Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/big-creek-2
3108,Big Burn Canyon,Central Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/big-burn-canyon
3109,Beverly Turnpike,Snoqualmie Region,NR,NR,2.33 out of 5,(6 votes) Log in to rate,[],NR,47.3892,-120.8725,139,http://www.wta.org/go-hiking/hikes/beverly-turnpike
3110,Big Four Ice Caves Snowshoe,North Cascades,NR,NR,3.83 out of 5,(6 votes) Log in to rate,[],NR,48.0651,-121.5068,90,http://www.wta.org/go-hiking/hikes/big-four-ice-caves-snowshoe
3111,Big Hollow,South Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/big-hollow
3112,Blue Jay Way,Central Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/blue-jay-way
3113,Blue Creek,Central Cascades,NR,NR,2.57 out of 5,(7 votes) Log in to rate,[],NR,NR,NR,9,http://www.wta.org/go-hiking/hikes/blue-creek-1
3114,Big Slide,South Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,45.8817,-121.9836,0,http://www.wta.org/go-hiking/hikes/big-slide
3115,Blankenship Lakes,South Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,15,http://www.wta.org/go-hiking/hikes/blankenship-lakes
3116,Blackjack Ridge,Central Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.6098,-120.8903,20,http://www.wta.org/go-hiking/hikes/blackjack-ridge
3117,Blue Creek,Central Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/blue-creek
3118,Billy Clapp Lake,Central Washington,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,47.4525,-119.2531,5,http://www.wta.org/go-hiking/hikes/billy-clapp-lake
3119,Big Flat Habitat Management Unit,Central Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/big-flat-habitat-management-unit
3120,Bismark Peak,South Cascades,NR,NR,3.20 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/bismark-peak
3121,Bobs Lakes,Central Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/bobs-lakes
3122,Chukar Lake - Blythe Lake,Central Washington,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,46.9673,-119.3108,4,http://www.wta.org/go-hiking/hikes/blythe-lake
3123,Black & White Lakes,Olympic Peninsula,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,47.5087,-123.3221,13,http://www.wta.org/go-hiking/hikes/black-white-lakes
3124,Blue Buck,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,48.4977,-120.1521,3,http://www.wta.org/go-hiking/hikes/blue-buck
3125,Big Crow Basin,South Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/big-crow-basin
3126,Big Meadow Creek,Central Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/big-meadow-creek
3127,Billy Creek,Central Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/billy-creek
3128,Bluff Trail,South Cascades,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,46.1632,-121.8736,2,http://www.wta.org/go-hiking/hikes/bluff-trail
3129,Blackhorse Lake Boardwalk,Eastern Washington,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/blackhorse-lake-boardwalk
3130,Billy Ridge,Central Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/billy-ridge
3131,Bogachiel River,Olympic Peninsula,NR,NR,3.10 out of 5,(10 votes) Log in to rate,[],NR,47.8822,-124.2750,38,http://www.wta.org/go-hiking/hikes/bogachiel-river
3132,Blizzard Peak,North Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/blizzard-peak
3133,Black Canyon,Central Washington,NR,NR,4.40 out of 5,(10 votes) Log in to rate,[],NR,46.8581,-120.6982,90,http://www.wta.org/go-hiking/hikes/black-canyon
3134,Big Tree,Eastern Washington,NR,NR,1.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/big-tree
3135,Black Pine Lake,North Cascades,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/black-pine-lake
3136,Blankenship Meadows,South Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/blankenship-meadows
3137,Big Tree Loop,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,47.8604,-120.9707,1,http://www.wta.org/go-hiking/hikes/big-tree-loop
3138,Big Lava Bed,South Cascades,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,45.9080,-121.8024,3,http://www.wta.org/go-hiking/hikes/big-lava-bed
3139,Backpacker Camp,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/backpacker-camp
3140,Beaver Creek,North Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/beaver-creek
3141,Bald Mountain via Ashland Lakes,North Cascades,NR,NR,2.00 out of 5,(5 votes) Log in to rate,[],NR,48.0477,-121.7144,26,http://www.wta.org/go-hiking/hikes/bald-mountain
3142,Bernice Lake,Central Cascades,NR,NR,4.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/bernice-lake
3143,Barnaby Buttes,Eastern Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/barnaby-buttes
3144,Aurora Ridge,Olympic Peninsula,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,48.0536,-123.9893,6,http://www.wta.org/go-hiking/hikes/aurora-ridge
3145,Aurora Divide,Olympic Peninsula,NR,NR,3.20 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/aurora-divide
3146,Basin Lake,South Cascades,NR,NR,2.20 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,17,http://www.wta.org/go-hiking/hikes/basin-lake
3147,Badger Valley,Olympic Peninsula,NR,NR,2.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,27,http://www.wta.org/go-hiking/hikes/badger-vallley
3148,Bear Mountain,Olympic Peninsula,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/bear-mountain
3149,Bear Creek,South Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/bear-creek
3150,Basin Creek,Eastern Washington,NR,NR,4.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/basin-creek
3151,Bachelor Meadows,Central Cascades,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/bachelor-meadows
3152,Bear Lake Snowshoe,North Cascades,NR,NR,2.50 out of 5,(2 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/bear-lake-snowshoe
3153,Beaver Valley,Issaquah Alps,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/beaver-valley
3154,Beezley Hills Preserve,Central Washington,NR,NR,2.11 out of 5,(9 votes) Log in to rate,[],NR,47.3243,-119.7809,19,http://www.wta.org/go-hiking/hikes/beezley-hills-preserve
3155,Bessemer Mountain,Snoqualmie Region,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,47.5159,-121.6134,29,http://www.wta.org/go-hiking/hikes/bessemer-mountain
3156,Beauty Creek,North Cascades,NR,NR,4.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/beauty-creek
3157,Batey Bould,Eastern Washington,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/batey-bould
3158,Baker Pass,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/baker-pass
3159,Basalt Pass,Central Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,11,http://www.wta.org/go-hiking/hikes/basalt-pass
3160,Badlands Trail,Central Cascades,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/badlands
3161,Baker Hot Springs,North Cascades,NR,NR,4.17 out of 5,(6 votes) Log in to rate,[],NR,48.8464,-121.6924,14,http://www.wta.org/go-hiking/hikes/baker-hot-springs
3162,Bear Gap,South Cascades,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,11,http://www.wta.org/go-hiking/hikes/bear-gap
3163,Bald Eagle Mountain,Central Cascades,NR,NR,1.50 out of 5,(4 votes) Log in to rate,[],NR,48.0012,-121.2940,45,http://www.wta.org/go-hiking/hikes/bald-eagle-mountain
3164,Bear Lake,Eastern Washington,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,47.9228,-117.3513,2,http://www.wta.org/go-hiking/hikes/bear-lake-1
3165,Barron Creek,North Cascades,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/barron-creek
3166,Basalt Ridge,Central Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,47.9516,-120.7692,25,http://www.wta.org/go-hiking/hikes/basalt-ridge
3167,Barnaby,Eastern Washington,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/barnaby
3168,Barnes Point Nature,Olympic Peninsula,NR,NR,1.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/barnes-point-nature
3169,Bell Pass,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,48.6925,-121.9030,10,http://www.wta.org/go-hiking/hikes/bell-pass
3170,Bernhardt Mine,Eastern Washington,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/bernhardt-mine
3171,Bear Canyon,Central Washington,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,46.7064,-120.8905,27,http://www.wta.org/go-hiking/hikes/bear-canyon
3172,Anthem Creek,Central Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/anthem-creek-1
3173,Andy Creek,South Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/andy-creek
3174,Angel Staircase,North Cascades,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,18,http://www.wta.org/go-hiking/hikes/angel-staircase
3175,Andrews Creek,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,9,http://www.wta.org/go-hiking/hikes/andrews-creek
3176,Angle Peak,Eastern Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/angle-peak
3177,American Lake,Mount Rainier Area,NR,NR,3.22 out of 5,(9 votes) Log in to rate,[],NR,46.8694,-121.5196,22,http://www.wta.org/go-hiking/hikes/american-lake
3178,Anderson Glacier,Olympic Peninsula,NR,NR,2.67 out of 5,(6 votes) Log in to rate,[],NR,47.7249,-123.0028,14,http://www.wta.org/go-hiking/hikes/anderson-glacier
3179,Arralde Creek,North Cascades,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/arralde-creek
3180,Angel Pass,Eastern Washington,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/angel-pass
3181,Anderson Pass,Olympic Peninsula,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,30,http://www.wta.org/go-hiking/hikes/anderson-pass
3182,Squaw Creek,South Cascades,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/squaw-creek
3183,Langille Peak,South Cascades,NR,NR,2.40 out of 5,(5 votes) Log in to rate,[],NR,46.3817,-121.8304,3,http://www.wta.org/go-hiking/hikes/langille-peak
3184,Dalles River,South Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/dalles-river
3185,Yellow Hill,Central Cascades,NR,NR,2.71 out of 5,(7 votes) Log in to rate,[],NR,47.2955,-120.9641,26,http://www.wta.org/go-hiking/hikes/yellow-hill
3186,Worm Flows Snowshoe,South Cascades,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/worm-flows
3187,Yellowjacket,South Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/yellowjacket
3188,Zig Zag Lake,South Cascades,NR,NR,3.17 out of 5,(6 votes) Log in to rate,[],NR,45.8464,-122.1112,4,http://www.wta.org/go-hiking/hikes/zig-zag-lake
3189,Yozoo,South Cascades,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/yozoo
3190,Working Forest Nature Trail,Olympic Peninsula,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,47.3912,-123.6024,1,http://www.wta.org/go-hiking/hikes/working-forest-nature-trail
3191,Hat Rock-Yellow Jacket Pass,South Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,46.4323,-121.7626,3,http://www.wta.org/go-hiking/hikes/yellow-jacket
3192,Wishpoosh Campground,Snoqualmie Region,NR,NR,1.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/wishpoosh-campground
3193,Wobbly Creek,South Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,46.4393,-121.6029,1,http://www.wta.org/go-hiking/hikes/wobbly-creek
3194,Wiseman Lake,North Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/wiseman-lake
3195,Windy Lake,Snoqualmie Region,NR,NR,4.00 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/windy-lake
3196,Wolf,Eastern Washington,NR,NR,1.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/wolf
3197,Windy Pass - Mount Catherine Snowshoe,Snoqualmie Region,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,47.3961,-121.4025,31,http://www.wta.org/go-hiking/hikes/windy-pass-mount-catherine-snowshoe
3198,Windy Creek,Eastern Washington,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/windy-creek
3199,Whitehorse Mountain,North Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/whitehorse-mountain
3200,West Point,Snoqualmie Region,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/west-point
3201,Whistler Basin,North Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/whistler-basin
3202,Whatcom Pass,North Cascades,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,48.8750,-121.3617,13,http://www.wta.org/go-hiking/hikes/whatcom-pass
3203,Whistler (Slide Chute),North Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/whistler-slide-chute
3204,White River Snowshoe,Mount Rainier Area,NR,NR,2.50 out of 5,(2 votes) Log in to rate,[],NR,47.9610,-120.9413,8,http://www.wta.org/go-hiking/hikes/white-river-snowshoe
3205,West Crater,South Cascades,NR,NR,1.80 out of 5,(5 votes) Log in to rate,[],NR,45.8785,-122.0829,1,http://www.wta.org/go-hiking/hikes/west-crater
3206,White River,South Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,16,http://www.wta.org/go-hiking/hikes/white-river-1
3207,White Lakes,North Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/white-lakes
3208,White River,Central Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.9631,-120.9437,46,http://www.wta.org/go-hiking/hikes/white-river
3209,Whistling Pig Meadow,Central Cascades,NR,NR,1.75 out of 5,(4 votes) Log in to rate,[],NR,47.8440,-120.6025,3,http://www.wta.org/go-hiking/hikes/whistling-pig-meadow
3210,West Fork Humptulips River,Olympic Peninsula,NR,NR,2.00 out of 5,(5 votes) Log in to rate,[],NR,47.4572,-123.7318,8,http://www.wta.org/go-hiking/hikes/west-fork-humptulips-river
3211,West Bank,North Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/west-bank
3212,West Manastash Ridge,Eastern Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/west-manastash-ridge
3213,West Tiger Railroad Grade,Issaquah Alps,NR,NR,2.00 out of 5,(6 votes) Log in to rate,[],NR,47.5296,-121.9957,95,http://www.wta.org/go-hiking/hikes/west-tiger-railroad-grade
3214,Wenatchee Ridge Snowshoe,Central Cascades,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,47.8508,-120.9339,5,http://www.wta.org/go-hiking/hikes/wenatchee-ridge-snowshoe
3215,Whiskey Bend to Low Divide,Olympic Peninsula,NR,NR,2.50 out of 5,(6 votes) Log in to rate,[],NR,47.9643,-123.5844,17,http://www.wta.org/go-hiking/hikes/whiskey-bend-to-low-divide
3216,White River to Sunrise,Mount Rainier Area,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,46.9021,-121.6437,11,http://www.wta.org/go-hiking/hikes/white-river-to-sunrise
3217,West Fork Methow River,North Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,48.6492,-120.5653,18,http://www.wta.org/go-hiking/hikes/west-fork-methow-river
3218,Wilson Creek,Central Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/wilson-creek-1
3219,Willaby Creek,Olympic Peninsula,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,47.4670,-123.8455,4,http://www.wta.org/go-hiking/hikes/willaby-creek
3220,Winchester Wasteway,Central Washington,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/winchester-wasteway
3221,Wildside Connector,Issaquah Alps,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/wildside-connector
3222,Williams Creek,North Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,48.3972,-120.4672,7,http://www.wta.org/go-hiking/hikes/williams-creek
3223,Willow Creek,North Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/willow-creek
3224,Willapa National Wildlife Refuge - Bear River,Southwest Washington,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,46.3768,-123.9651,2,http://www.wta.org/go-hiking/hikes/willapa-national-wildlife-refuge-bear-river
3225,Uno Peak,Central Cascades,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/uno-peak
3226,Upper Big Creek,South Cascades,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/upper-big-creek
3227,Tyee Ridge,Central Cascades,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/tyee-ridge
3228,Upper Duckabush,Olympic Peninsula,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,19,http://www.wta.org/go-hiking/hikes/upper-duckabush
3229,Two Little Lakes,Central Cascades,NR,NR,1.33 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,0,http://www.wta.org/go-hiking/hikes/two-little-lakes
3230,Upper Lake Creek,South Cascades,NR,NR,3.67 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/upper-lake-creek
3231,Union Creek,Mount Rainier Area,NR,NR,2.86 out of 5,(7 votes) Log in to rate,[],NR,46.9332,-121.3597,30,http://www.wta.org/go-hiking/hikes/union-creek
3232,Upper Falls Creek Trail,Southwest Washington,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,45.9080,-121.9475,7,http://www.wta.org/go-hiking/hikes/upper-falls-creek
3233,Wahluke Lake,Central Washington,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/wahluke-lake
3234,Verlot Nature,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/verlot-nature
3235,Upper Lyman Lake,Central Cascades,NR,NR,3.20 out of 5,(5 votes) Log in to rate,[],NR,48.1975,-120.9465,27,http://www.wta.org/go-hiking/hikes/upper-lyman-lake
