,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
429,Hall Mountain,Eastern Washington,NR,NR,3.38 out of 5,(8 votes) Log in to rate,[],NR,48.8075,-117.2584,20,http://www.wta.org/go-hiking/hikes/hall-mountain
430,North Fork Entiat River,Central Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,48.0058,-120.5763,25,http://www.wta.org/go-hiking/hikes/north-fork-entiat-river
431,Big Meadow Lake,Eastern Washington,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,48.7266,-117.5629,2,http://www.wta.org/go-hiking/hikes/big-meadow-lake
432,Jungle Hill Loop,Eastern Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,48.6066,-118.4776,3,http://www.wta.org/go-hiking/hikes/jungle-hill
433,Thirteenmile (13 mile),Eastern Washington,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,48.4818,-118.7353,14,http://www.wta.org/go-hiking/hikes/thirteenmile
434,Clackamas Mountain,Eastern Washington,NR,NR,4.33 out of 5,(3 votes) Log in to rate,[],NR,48.6805,-118.9069,1,http://www.wta.org/go-hiking/hikes/clackamas-mountain-trail
435,Slab Camp Creek and Gray Wolf River,Olympic Peninsula,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.9654,-123.1938,66,http://www.wta.org/go-hiking/hikes/upper-gray-wolf-river
436,Grand Park via Lake Eleanor,Mount Rainier Area,NR,NR,4.33 out of 5,(15 votes) Log in to rate,[],NR,46.9963,-121.6413,260,http://www.wta.org/go-hiking/hikes/grand-park
437,Lake Ann (Rainy Pass),North Cascades,NR,NR,4.29 out of 5,(14 votes) Log in to rate,[],NR,48.5156,-120.7362,53,http://www.wta.org/go-hiking/hikes/lake-ann-maple-pass-loop
438,Twisp Pass,North Cascades,NR,NR,3.60 out of 5,(10 votes) Log in to rate,[],NR,48.4586,-120.5675,56,http://www.wta.org/go-hiking/hikes/twisp-pass
439,Cape Horn,Southwest Washington,NR,NR,3.38 out of 5,(8 votes) Log in to rate,[],NR,45.5890,-122.1787,46,http://www.wta.org/go-hiking/hikes/cape-horn
440,North Fork Skokomish River,Olympic Peninsula,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,47.5157,-123.3295,116,http://www.wta.org/go-hiking/hikes/north-fork-skokomish-river
441,Quarry,Issaquah Alps,NR,NR,4.00 out of 5,(7 votes) Log in to rate,[],NR,47.5241,-122.1151,53,http://www.wta.org/go-hiking/hikes/quarry
442,Blandford Canyon,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/blandford-canyon
443,Children of the Sun,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7746,-117.4019,2,http://www.wta.org/go-hiking/hikes/children-of-the-sun
444,Patterson Mountain,North Cascades,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,48.4621,-120.2441,16,http://www.wta.org/go-hiking/hikes/patterson-mountain
445,Echo Ridge,Central Cascades,NR,NR,2.00 out of 5,(3 votes) Log in to rate,[],NR,47.9394,-120.0419,11,http://www.wta.org/go-hiking/hikes/echo-ridge
446,Tronsen Meadow,Snoqualmie Region,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.3290,-120.5532,16,http://www.wta.org/go-hiking/hikes/tronson-meadow
447,Eightmile Lake,Central Cascades,NR,NR,3.62 out of 5,(16 votes) Log in to rate,[],NR,47.5360,-120.8139,200,http://www.wta.org/go-hiking/hikes/eightmile-lake
448,Lake Stuart,Central Cascades,NR,NR,3.47 out of 5,(15 votes) Log in to rate,[],NR,47.5277,-120.8210,208,http://www.wta.org/go-hiking/hikes/lake-stuart
449,Tiffany Lake,North Cascades,NR,NR,2.00 out of 5,(5 votes) Log in to rate,[],NR,48.7000,-119.9532,6,http://www.wta.org/go-hiking/hikes/tiffany-lake
